Date,Measure Names,absolutehumidityaverage,Min,Max
1/22/2021,AbsoluteHumidity,3.892424074,3.539116706,4.24704776
1/23/2021,AbsoluteHumidity,3.876157013,3.539116706,4.24704776
1/24/2021,AbsoluteHumidity,3.86335845,3.539116706,4.185849202
1/25/2021,AbsoluteHumidity,3.823394267,3.539116706,4.157457821
1/26/2021,AbsoluteHumidity,3.865360236,3.539116706,4.157457821
1/27/2021,AbsoluteHumidity,3.901563594,3.539116706,4.157457821
1/28/2021,AbsoluteHumidity,3.879752988,3.539116706,4.157457821
1/29/2021,AbsoluteHumidity,3.858045377,3.387163425,4.157457821
1/30/2021,AbsoluteHumidity,3.777886302,3.387163425,4.157457821
1/31/2021,AbsoluteHumidity,3.581792515,2.784801319,4.017834609
2/1/2021,AbsoluteHumidity,3.536845616,2.784801319,4.017834609
2/2/2021,AbsoluteHumidity,3.565272824,2.784801319,4.186720376
2/3/2021,AbsoluteHumidity,3.513422045,2.784801319,4.186720376
2/4/2021,AbsoluteHumidity,3.529819345,2.784801319,4.186720376
2/5/2021,AbsoluteHumidity,3.627080246,2.784801319,4.186720376
2/6/2021,AbsoluteHumidity,3.682784852,2.784801319,4.186720376
2/7/2021,AbsoluteHumidity,3.879978788,3.591471627,4.186720376
2/8/2021,AbsoluteHumidity,3.984266382,3.65487916,4.321484784
2/9/2021,AbsoluteHumidity,3.868873793,3.37897225,4.321484784
2/10/2021,AbsoluteHumidity,3.80444884,3.20390449,4.321484784
2/11/2021,AbsoluteHumidity,3.845820926,3.20390449,4.321484784
2/12/2021,AbsoluteHumidity,3.814338448,3.20390449,4.321484784
2/13/2021,AbsoluteHumidity,3.716082687,3.092159678,4.321484784
2/14/2021,AbsoluteHumidity,3.599978382,3.092159678,4.321484784
2/15/2021,AbsoluteHumidity,3.579055552,3.092159678,4.175024976
2/16/2021,AbsoluteHumidity,3.696955317,3.092159678,4.204270602
2/17/2021,AbsoluteHumidity,3.727461015,3.092159678,4.204270602
2/18/2021,AbsoluteHumidity,3.713264913,3.092159678,4.204270602
2/19/2021,AbsoluteHumidity,3.682703493,3.092159678,4.204270602
2/20/2021,AbsoluteHumidity,3.816974711,3.352428741,4.204270602
2/21/2021,AbsoluteHumidity,4.069862995,3.417444376,5.122646729
2/22/2021,AbsoluteHumidity,4.191779781,3.417444376,5.122646729
2/23/2021,AbsoluteHumidity,4.344467247,3.417444376,5.273082862
2/24/2021,AbsoluteHumidity,4.681072457,3.633682447,5.773680843
2/25/2021,AbsoluteHumidity,4.822292502,3.633682447,5.773680843
2/26/2021,AbsoluteHumidity,4.788572796,3.397644506,5.773680843
2/27/2021,AbsoluteHumidity,4.745896038,3.397644506,5.773680843
2/28/2021,AbsoluteHumidity,4.619475604,3.397644506,5.773680843
3/1/2021,AbsoluteHumidity,4.609917056,3.397644506,5.773680843
3/2/2021,AbsoluteHumidity,4.515696598,3.397644506,5.773680843
3/3/2021,AbsoluteHumidity,4.21112463,3.397644506,4.961532643
3/4/2021,AbsoluteHumidity,4.016053791,3.397644506,4.961532643
3/5/2021,AbsoluteHumidity,4.006171653,3.328469544,4.961532643
3/6/2021,AbsoluteHumidity,3.983063602,3.328469544,4.961532643
3/7/2021,AbsoluteHumidity,3.922716125,3.328469544,4.961532643
3/8/2021,AbsoluteHumidity,3.774276024,3.328469544,4.613539655
3/9/2021,AbsoluteHumidity,3.752093274,3.328469544,4.458260402
3/10/2021,AbsoluteHumidity,3.9704432,3.328469544,5.170126548
3/11/2021,AbsoluteHumidity,4.241232663,3.328469544,5.42248432
3/12/2021,AbsoluteHumidity,4.530724411,3.57156454,5.42248432
3/13/2021,AbsoluteHumidity,4.634933419,3.815271352,5.42248432
3/14/2021,AbsoluteHumidity,4.873377919,3.922451935,5.484382846
3/15/2021,AbsoluteHumidity,5.101733539,4.3010276,5.520941282
3/16/2021,AbsoluteHumidity,5.184203097,4.3010276,5.520941282
3/17/2021,AbsoluteHumidity,5.165134652,4.3010276,5.520941282
3/18/2021,AbsoluteHumidity,5.094761297,4.3010276,5.520941282
3/19/2021,AbsoluteHumidity,5.025941093,4.3010276,5.520941282
3/20/2021,AbsoluteHumidity,5.107955781,4.873170352,5.520941282
3/21/2021,AbsoluteHumidity,5.182326144,4.873170352,6.004975386
3/22/2021,AbsoluteHumidity,5.217393418,4.873170352,6.004975386
3/23/2021,AbsoluteHumidity,5.161692192,4.645638721,6.004975386
3/24/2021,AbsoluteHumidity,5.102162349,4.619938537,6.004975386
3/25/2021,AbsoluteHumidity,5.214919184,4.619938537,6.004975386
3/26/2021,AbsoluteHumidity,5.365295317,4.619938537,6.004975386
3/27/2021,AbsoluteHumidity,5.315686303,4.52786732,6.004975386
3/28/2021,AbsoluteHumidity,5.200011716,4.52786732,5.92580328
3/29/2021,AbsoluteHumidity,5.287133014,4.52786732,6.376261291
3/30/2021,AbsoluteHumidity,5.455378175,4.52786732,6.376261291
3/31/2021,AbsoluteHumidity,5.544664303,4.52786732,6.376261291
4/1/2021,AbsoluteHumidity,5.553331295,4.52786732,6.376261291
4/2/2021,AbsoluteHumidity,5.573490923,4.52786732,6.376261291
4/3/2021,AbsoluteHumidity,5.838480867,5.195253273,6.382796928
4/4/2021,AbsoluteHumidity,5.961215996,5.244941436,6.382796928
4/5/2021,AbsoluteHumidity,5.888982133,5.244941436,6.382796928
4/6/2021,AbsoluteHumidity,5.858322918,5.244941436,6.382796928
4/7/2021,AbsoluteHumidity,5.981129613,5.60874034,6.382796928
4/8/2021,AbsoluteHumidity,6.149204423,5.60874034,6.95636129
4/9/2021,AbsoluteHumidity,6.169268254,5.60874034,6.95636129
4/10/2021,AbsoluteHumidity,6.114545,5.60874034,6.95636129
4/11/2021,AbsoluteHumidity,6.215151811,5.60874034,6.95636129
4/12/2021,AbsoluteHumidity,6.43331649,5.60874034,7.397777002
4/13/2021,AbsoluteHumidity,6.698790292,5.999734155,7.46705695
4/14/2021,AbsoluteHumidity,6.916482916,5.999734155,7.628436671
4/15/2021,AbsoluteHumidity,7.021766623,5.999734155,7.69334724
4/16/2021,AbsoluteHumidity,7.197148222,5.999734155,7.69334724
4/17/2021,AbsoluteHumidity,7.459007972,6.758646854,7.832752402
4/18/2021,AbsoluteHumidity,7.520205131,7.187026972,7.832752402
4/19/2021,AbsoluteHumidity,7.602154697,7.187026972,7.971423961
4/20/2021,AbsoluteHumidity,7.697697865,7.187026972,8.135859123
4/21/2021,AbsoluteHumidity,7.572170246,6.749743342,8.135859123
4/22/2021,AbsoluteHumidity,7.535528582,6.749743342,8.135859123
4/23/2021,AbsoluteHumidity,7.538217221,6.749743342,8.135859123
4/24/2021,AbsoluteHumidity,7.494841536,6.749743342,8.135859123
4/25/2021,AbsoluteHumidity,7.589965082,6.749743342,8.135859123
4/26/2021,AbsoluteHumidity,7.669421211,6.749743342,8.527616869
4/27/2021,AbsoluteHumidity,7.734752255,6.749743342,8.593176425
4/28/2021,AbsoluteHumidity,7.947151865,7.436855588,8.593176425
4/29/2021,AbsoluteHumidity,7.970514443,7.45385916,8.593176425
4/30/2021,AbsoluteHumidity,8.150654738,7.529122606,8.714841229
5/1/2021,AbsoluteHumidity,8.382664579,7.600393633,9.153191493
5/2/2021,AbsoluteHumidity,8.695520337,7.600393633,10.0428821
5/3/2021,AbsoluteHumidity,8.998736301,7.600393633,10.65012862
5/4/2021,AbsoluteHumidity,9.210780903,7.600393633,10.65012862
5/5/2021,AbsoluteHumidity,9.410626684,7.600393633,10.65012862
5/6/2021,AbsoluteHumidity,9.772346281,8.714841229,10.65012862
5/7/2021,AbsoluteHumidity,9.898111413,9.153191493,10.65012862
5/8/2021,AbsoluteHumidity,9.997710153,9.595197151,10.65012862
5/9/2021,AbsoluteHumidity,9.933372577,9.592519061,10.65012862
5/10/2021,AbsoluteHumidity,9.910608884,9.592519061,10.49078277
5/11/2021,AbsoluteHumidity,9.961247326,9.592519061,10.49078277
5/12/2021,AbsoluteHumidity,10.04513793,9.592519061,10.49078277
5/13/2021,AbsoluteHumidity,9.995802465,9.592519061,10.49078277
5/14/2021,AbsoluteHumidity,10.06723168,9.592519061,10.49078277
5/15/2021,AbsoluteHumidity,10.2063408,9.592519061,10.82414653
5/16/2021,AbsoluteHumidity,10.47046085,9.787082537,11.44135936
5/17/2021,AbsoluteHumidity,10.60945429,9.787082537,11.46373688
5/18/2021,AbsoluteHumidity,10.80440216,9.787082537,11.79659281
5/19/2021,AbsoluteHumidity,11.03258565,9.787082537,11.81997977
5/20/2021,AbsoluteHumidity,11.24374873,10.09520166,11.81997977
5/21/2021,AbsoluteHumidity,11.32296354,10.64970537,11.81997977
5/22/2021,AbsoluteHumidity,11.53233257,10.64970537,12.28972974
5/23/2021,AbsoluteHumidity,11.67631267,10.64970537,12.44922004
5/24/2021,AbsoluteHumidity,11.72722355,10.64970537,12.44922004
5/25/2021,AbsoluteHumidity,11.73207984,10.64970537,12.44922004
5/26/2021,AbsoluteHumidity,11.92620439,10.64970537,13.17885162
5/27/2021,AbsoluteHumidity,12.3591027,10.64970537,14.29551226
5/28/2021,AbsoluteHumidity,12.98106271,11.82011308,15.00342544
5/29/2021,AbsoluteHumidity,13.41873787,11.82011308,15.35345586
5/30/2021,AbsoluteHumidity,13.86500142,11.82011308,15.5730649
5/31/2021,AbsoluteHumidity,14.3518933,11.8305868,15.5730649
6/1/2021,AbsoluteHumidity,14.77213541,13.17885162,15.5730649
6/2/2021,AbsoluteHumidity,14.81813684,13.50086162,15.5730649
6/3/2021,AbsoluteHumidity,14.56177912,12.50100821,15.5730649
6/4/2021,AbsoluteHumidity,14.08129377,11.64002802,15.5730649
6/5/2021,AbsoluteHumidity,13.76907507,11.64002802,15.5730649
6/6/2021,AbsoluteHumidity,13.44945416,11.64002802,15.2283562
6/7/2021,AbsoluteHumidity,13.04612871,11.64002802,14.77228159
6/8/2021,AbsoluteHumidity,12.73834361,11.64002802,13.50086162
6/9/2021,AbsoluteHumidity,12.72254302,11.64002802,13.39025749
6/10/2021,AbsoluteHumidity,12.99892538,11.64002802,14.43568476
6/11/2021,AbsoluteHumidity,13.32301644,12.40507807,14.43568476
6/12/2021,AbsoluteHumidity,13.56490513,12.40507807,14.86114577
6/13/2021,AbsoluteHumidity,13.9378187,12.40507807,15.94611348
6/14/2021,AbsoluteHumidity,14.0048666,12.61778588,15.94611348
6/15/2021,AbsoluteHumidity,13.95616666,12.27688631,15.94611348
6/16/2021,AbsoluteHumidity,14.04891319,12.27688631,15.94611348
6/17/2021,AbsoluteHumidity,14.2155775,12.27688631,15.94611348
6/18/2021,AbsoluteHumidity,14.51728643,12.27688631,16.02062796
6/19/2021,AbsoluteHumidity,14.69481511,12.27688631,16.10384653
6/20/2021,AbsoluteHumidity,14.57369568,12.27688631,16.10384653
6/21/2021,AbsoluteHumidity,14.87512597,12.27688631,16.10384653
6/22/2021,AbsoluteHumidity,15.33964059,14.03948317,16.10384653
6/23/2021,AbsoluteHumidity,15.65783852,14.9844254,16.26686867
6/24/2021,AbsoluteHumidity,15.71476319,14.9844254,16.26686867
6/25/2021,AbsoluteHumidity,15.61920918,14.9844254,16.26686867
6/26/2021,AbsoluteHumidity,15.36141364,14.29927778,16.26686867
6/27/2021,AbsoluteHumidity,15.27872603,14.29927778,16.26686867
6/28/2021,AbsoluteHumidity,15.28365096,14.29927778,16.26686867
6/29/2021,AbsoluteHumidity,15.14520605,14.29927778,16.26686867
6/30/2021,AbsoluteHumidity,14.92602662,14.29927778,16.00080765
